순번,"매입형
/건축형",지역본부,관리부서,명,주소,호수,"전용
면적(㎡)","주거공용
면적(㎡)",면적계(㎡),공급형,성별전용, 임대보증금(원) , 월임대료(원) ,주택열람일정,관리비
339,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌102동,301-2,16.2,4.7,20.9,공동(2인),여성전용,"2,000,000","392,450",열람불가(공동형 주택 개방 불가),
340,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌102동,501-2,7.83,2.27,10.1,공동(2인),여성전용,"2,000,000","198,810",열람불가(공동형 주택 개방 불가),
341,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌102동,502-2,7.83,2.27,10.1,공동(2인),여성전용,"2,000,000","196,690",열람불가(공동형 주택 개방 불가),
342,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌103동,302-1,16.8,5.41,22.21,공동(2인),여성전용,"2,000,000","438,210",열람불가(공동형 주택 개방 불가),
343,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌104동,302-2,17.67,5.37,23.04,공동(2인),남성전용,"2,000,000","450,620",열람불가(공동형 주택 개방 불가),
344,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌104동,402-1,10.89,4.03,14.92,공동(2인),남성전용,"2,000,000","357,080",열람불가(공동형 주택 개방 불가),
345,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 시흥대로48길 31(시흥동) 엘림하우스-1,401-2,8.37,5.22,13.59,공동(2인),남성전용,"2,000,000","252,500",열람불가(공동형 주택 개방 불가),
346,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,201,24.16,29.31,53.46,단독(1인),남여공용,"2,000,000","372,060",2.28.~3.1.,
347,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,202,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","383,590",2.28.~3.1.,
348,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,207,28.05,33.92,61.98,단독(1인),남여공용,"2,000,000","414,760",2.28.~3.1.,
349,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,301,24.16,29.31,53.46,단독(1인),남여공용,"2,000,000","376,390",2.28.~3.1.,
350,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,302,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","387,930",2.28.~3.1.,
351,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,303,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","387,930",2.28.~3.1.,
352,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,401,24.16,29.31,53.46,단독(1인),남여공용,"2,000,000","376,390",2.28.~3.1.,
353,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,402,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","387,930",2.28.~3.1.,
354,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,403,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","387,930",2.28.~3.1.,
355,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,404,23.58,28.58,52.16,단독(1인),남여공용,"2,000,000","367,170",2.28.~3.1.,
356,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,503,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","392,260",2.28.~3.1.,
357,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,602,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","392,260",2.28.~3.1.,
358,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,603,24.97,30.1,55.07,단독(1인),남여공용,"2,000,000","392,260",2.28.~3.1.,
359,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,605,27.97,33.63,61.6,단독(1인),남여공용,"2,000,000","423,270",2.28.~3.1.,
360,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,607,28.05,33.92,61.98,단독(1인),남여공용,"2,000,000","425,590",2.28.~3.1.,
361,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,704,23.58,28.58,52.16,단독(1인),남여공용,"2,000,000","371,500",2.28.~3.1.,
362,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,706,27.97,33.63,61.6,단독(1인),남여공용,"2,000,000","423,270",2.28.~3.1.,
363,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,801,16.97,10.34,27.31,단독(1인),남여공용,"2,000,000","438,120",2.28.~3.1.,
364,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,802,18.69,11.09,29.78,단독(1인),남여공용,"2,000,000","457,270",2.28.~3.1.,
365,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,806,20,11.89,31.89,단독(1인),남여공용,"2,000,000","491,770",2.28.~3.1.,
366,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,807,23.03,13.58,36.61,단독(1인),남여공용,"2,000,000","504,160",2.28.~3.1.,
367,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,901,16.97,10.34,27.31,단독(1인),남여공용,"2,000,000","438,120",2.28.~3.1.,
368,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,905,20,11.89,31.89,단독(1인),남여공용,"2,000,000","491,770",2.28.~3.1.,
369,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,907,23.03,13.58,36.61,단독(1인),남여공용,"2,000,000","504,160",2.28.~3.1.,
370,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,1004,16.57,10.09,26.66,단독(1인),남여공용,"2,000,000","422,330",2.28.~3.1.,
371,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 101동,1007,23.03,13.58,36.61,단독(1인),남여공용,"2,000,000","498,990",2.28.~3.1.,
372,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 102동,303,26.83,32.84,59.67,단독(1인),남여공용,"2,000,000","404,140",2.28.~3.1.,
373,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 102동,402,31.85,38.51,70.36,단독(1인),남여공용,"2,000,000","451,950",2.28.~3.1.,
374,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 102동,701,28.63,34.57,63.2,단독(1인),남여공용,"2,000,000","422,950",2.28.~3.1.,
375,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가) 102동,902,24.61,14.67,39.28,단독(1인),남여공용,"2,000,000","546,020",2.28.~3.1.,
376,매입형,서울지역본부,서울남부권주거복지지사,매입다가구(서울서초구),"서울특별시 서초구 서초동 1584-6,11,12 ",1동201,24.17,9.84,34.01,단독(1인),남여공용,"2,000,000","359,660",2.26.~2.27. (10:00~16:00),관리비 월9만원 내외
377,매입형,서울지역본부,서울남부권주거복지지사,매입다가구(서울서초구),"서울특별시 서초구 서초동 1584-6,11,12 ",1동301,24.17,9.84,34.01,단독(1인),남여공용,"2,000,000","362,240",2.26.~2.27. (10:00~16:00),관리비 월9만원 내외
378,매입형,서울지역본부,서울남부권주거복지지사,매입다가구(서울서초구),"서울특별시 서초구 서초동 1584-6,11,12 ",1동401,24.17,9.84,34.01,단독(1인),남여공용,"2,000,000","364,820",2.26.~2.27. (10:00~16:00),관리비 월9만원 내외
379,매입형,부산울산지역본부,주거복지사업1부,매입다가구(부산영도구),부산광역시 영도구 태종로795번길 15(동삼동) 행복하우스4차,301,45,9.59,54.59,단독(1인),남여공용,"2,000,000","206,220",2.24.~3.2. (10:00~16:00) *주말제외,
380,매입형,부산울산지역본부,주거복지사업1부,매입다가구(부산영도구),부산광역시 영도구 태종로795번길 15(동삼동) 행복하우스4차,402,44.93,9.57,54.5,단독(1인),남여공용,"2,000,000","205,860",2.24.~3.2. (10:00~16:00) *주말제외,
381,매입형,부산울산지역본부,주거복지사업1부,매입다가구(부산부산진구),"부산광역시 부산진구 시민공원로19번길 32-12(부암동,부암하이츠) 부암하이츠",503,30.12,8.28,38.4,단독(1인),남여공용,"2,000,000","206,860",2.24.~3.2. (10:00~16:00) *주말제외,
382,매입형,부산울산지역본부,부산동부권주거복지지사,매입다가구(부산동래구),"부산광역시 동래구 명안로39번길 51(안락동,제우스) 제우스",302,19.53,4.03,23.56,단독(1인),남여공용,"2,000,000","149,310",2.24.~3.2. (10:00~16:00) *주말제외,
383,매입형,부산울산지역본부,부산동부권주거복지지사,매입다가구(부산금정구),"부산광역시 금정구 팔송로18번길 12(남산동,청수빌) 청수빌",101,32.95,12.75,45.7,단독(1인),남여공용,"2,000,000","202,750",2.24.~3.2. (10:00~16:00) *주말제외,
384,매입형,부산울산지역본부,부산동부권주거복지지사,매입다가구(부산연제구),부산광역시 연제구 고분로123번길 22(연산동) 행복하우스,501,40.57,12.23,52.8,단독(1인),남여공용,"2,000,000","257,850",2.24.~3.2. (10:00~16:00) *주말제외,
385,매입형,부산울산지역본부,부산동부권주거복지지사,매입다가구(부산수영구),부산광역시 수영구 수영로618번길 84(광안동) 프라디움파크,206,21.07,5.63,26.7,단독(1인),남여공용,"2,000,000","287,970",2.24.~3.2. (10:00~16:00) *주말제외,
